source_token,source_lemma,target_rendering,block_id
དབང་མེད་ལས་ཀྱིས,དབང་མེད་ལས་ཀྱིས,by_the_power_of_karma,5-15
འཁོར་བར,འཁོར་བར,in_cyclic_existence,5-15
མི་འཁོར་བར,མི་འཁོར་བར,may_I_not_wander,5-15
ཚེ་འོད་མཐའ་ཡས,ཚེ་འོད་མཐའ་ཡས,Infinite_Life_and_Light,5-15
རྒྱལ་བའི,རྒྱལ་བའི,Victorious_One,5-15
ཞབས་དྲུང་དུ,ཞབས་དྲུང་དུ,In_the_presence_of,5-15
ལུང་སྟོན,ལུང་སྟོན,please_prophesy,5-15
ལམ་སྣ་དྲོངསཤིག,ལམ་སྣ་དྲོངསཤིག,my_path_and_guide_me_forward,5-15
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,O_Jetsunma,5-15
སངས་རྒྱས,སངས་རྒྱས,Buddhas,5-16
འབྱོན,འབྱོན,who_have_come,5-16
དང་,དང་,and,5-16
མ་བྱོན,མ་བྱོན,yet_to_come,5-16
རྒྱ་མཚོ,རྒྱ་མཚོ,Oceans,5-16
མཐའ་ཡས,མཐའ་ཡས,infinite,5-16
ཀུན་ཏུ,ཀུན་ཏུ,in_all_realms,5-16
དམ་ཆོས,དམ་ཆོས,holy_Dharma,5-16
སྲོག་ལྟར,སྲོག་ལྟར,as_their_life-force,5-16
བཟུང,བཟུང,Hold,5-16
བྱང་ཆུབ་སྤྱོད་མཆོག,བྱང་ཆུབ་སྤྱོད་མཆོག,supreme_conduct_of_awakening,5-16
རྫོགས་པར,རྫོགས་པར,to_perfection,5-16
སྟོན་བགྱིད་པའི,སྟོན་བགྱིད་པའི,teach,5-16
སྨོན་ལམ,སྨོན་ལམ,my_aspirations,5-16
འགྲུབ་པར,འགྲུབ་པར,be_fulfilled,5-16
མཛོད་ཅིག,མཛོད་ཅིག,please_grant,5-16
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,O_Jetsunma,5-16
ཐོག་མེད་ནས,ཐོག་མེད་ནས,since_beginningless_time,5-17
བསགས,བསགས,accumulated,5-17
སྡིག,སྡིག,misdeeds,5-17
སྒྲིབ,སྒྲིབ,obscurations,5-17
ཉེས་ལྟུང,ཉེས་ལྟུང,faults_and_downfalls,5-17
ཀུན,ཀུན,All,5-17
ལུས་རྟེན་འདི,ལུས་རྟེན་འདི,this_physical_support,5-17
ལ,ལ,within,5-17
བྱང་ཞིང,བྱང་ཞིང,purified,5-17
དག་པ,དག་པ,cleansed,5-17
དང་,དང་,and,5-17
དེ་སྲིད,དེ་སྲིད,until_that_time,5-17
ཆོས་མཐུན་དཔལ,ཆོས་མཐུན་དཔལ,glory_of_harmony_with_the_Dharma,5-17
དང་,དང་,and,5-17
འཆི་མེད་ཀྱི,འཆི་མེད་ཀྱི,deathless,5-17
ཚེ་དབང,ཚེ་དབང,life-empowerment,5-17
དངོས་གྲུབ,དངོས་གྲུབ,siddhi,5-17
སྩོལ་ཞིག,སྩོལ་ཞིག,grant,5-17
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,O_Jetsunma,5-17
རྨི་ལམ་དུ,རྨི་ལམ་དུ,in_dreams,5-18
ཡང,ཡང,Even,5-18
བྱང་ཆུབ་མཆོག་གི་སེམས,བྱང་ཆུབ་མཆོག་གི་སེམས,supreme_mind_of_awakening,5-18
མི་ཉམས,མི་ཉམས,Not_decline,5-18
བདུད་ཀྱི་ལས་ཀུན,བདུད་ཀྱི་ལས་ཀུན,all_the_works_of_Māra,5-18
ཡོངས་སྤངས,ཡོངས་སྤངས,completely_abandoned,5-18
སྒོ་གསུམ,སྒོ་གསུམ,my_three_doors,5-18
བྱ་བ་ཅི་བགྱིས,བྱ་བ་ཅི་བགྱིས,whatever_I_do,5-18
བསྟན་འགྲོ་ཡི,བསྟན་འགྲོ་ཡི,for_the_teachings_and_beings,5-18
ཕན་བདེའི,ཕན་བདེའི,benefit_and_happiness,5-18
ཟུངས་སུ,ཟུངས་སུ,source,5-18
སྤེལ་ཞིག,སྤེལ་ཞིག,spreads,5-18
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,O_Jetsunma,5-18
ཆོས་བརྒྱད,ཆོས་བརྒྱད,eight_worldly_concerns,5-19
ཚེ་འདིའི,ཚེ་འདིའི,of_this_life,5-19
རྣམ་གཡེངས,རྣམ་གཡེངས,distractions,5-19
རབ་སྤངས་ནས,རབ་སྤངས་ནས,completely_abandoned,5-19
བས་མཐའི་ནགས་སུ,བས་མཐའི་ནགས་སུ,forests_of_the_remote_wilderness,5-19
བར་གཅོད,བར་གཅོད,obstacles,5-19
མ་མཆིས་པར,མ་མཆིས་པར,without,5-19
སྒྲུབ་ལ,སྒྲུབ་ལ,the_practice,5-19
སྙིང་པོར,སྙིང་པོར,into_its_essence,5-19
དྲིལ་བས,དྲིལ་བས,condensing,5-19
ཚེ་འདི་རུ,ཚེ་འདི་རུ,in_this_very_life,5-19
མི་ལུས,མི་ལུས,human_existence,5-19
དོན་ལྡན,དོན་ལྡན,meaningful,5-19
མཛོད་ཅིག,མཛོད་ཅིག,Make,5-19
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,O_Jetsunma,5-19
བདག་གིས,བདག་གིས,I,5-20
ད་ལྟ,ད་ལྟ,currently,5-20
མྱོང་བའི,མྱོང་བའི,experiencing,5-20
དུཿཁ་འདིས,དུཿཁ་འདིས,this_suffering,5-20
འགྲོ་བ་ཀུན་གྱི,འགྲོ་བ་ཀུན་གྱི,of_all_beings,5-20
སྡུག་བསྔལ,སྡུག་བསྔལ,suffering,5-20
རྒྱུ,རྒྱུ,causes,5-20
དང་,དང་,and,5-20
འབྲས,འབྲས,effects,5-20
མྱུར་ཏུ,མྱུར་ཏུ,swiftly,5-20
ཟད་ནས,ཟད་ནས,exhausted,5-20
ཕྱིན་ཆད,ཕྱིན་ཆད,from_now_on,5-20
བདག་གཞན་ཀུན,བདག་གཞན་ཀུན,myself_and_others,5-20
བདེ་ནས,བདེ་ནས,From_happiness,5-20
བདེ་བར,བདེ་བར,to_ever-greater_happiness,5-20
ཁྲིད་ཅིག,ཁྲིད་ཅིག,lead,5-20
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,O_Jetsunma,5-20
ཕན་བདེའི་འབྱུང་གནས,ཕན་བདེའི་འབྱུང་གནས,source_of_benefit_and_happiness,5-21
རྒྱལ་བའི,རྒྱལ་བའི,of_the_Victor,5-21
བསྟན་པ,བསྟན་པ,teachings,5-21
མཆོག,མཆོག,supreme,5-21
ནུབ་མེད,ནུབ་མེད,without_ever_declining,5-21
ཕྱོགས་བཅུ,ཕྱོགས་བཅུ,ten_directions,5-21
ཀུན་ཏུ,ཀུན་ཏུ,throughout,5-21
དརཞིང,དརཞིང,spread,5-21
རྒྱས,རྒྱས,Flourish,5-21
དེ་འཛིན,དེ་འཛིན,who_uphold_them,5-21
སྐྱེས་ཆེན་དམ་པ,སྐྱེས་ཆེན་དམ་པ,sublime_great_beings,5-21
མ་ལུས་པའི,མ་ལུས་པའི,all,5-21
སྐུ་ཚེ,སྐུ་ཚེ,lives,5-21
རིང་དུ,རིང་དུ,for_a_long_time,5-21
སྲིངས་ཤིག,སྲིངས་ཤིག,Be_extended,5-21
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,O_Jetsunma,5-21
ཁྱད་པར,ཁྱད་པར,In_particular,5-22
ངེས་དོན་སྙིང་པོ,ངེས་དོན་སྙིང་པོ,essential_definitive_truth,5-22
ཟབ་མོའི་དོན,ཟབ་མོའི་དོན,profound_meaning,5-22
རྣ་བར,རྣ་བར,in_their_ears,5-22
འབབ་པའི,འབབ་པའི,settle,5-22
སྐལ་བཟང་ལྡན,སྐལ་བཟང་ལྡན,good_fortune_to_hear_it,5-22
དེ་ལ,དེ་ལ,in_this,5-22
དགའ་བའི,དགའ་བའི,who_delight,5-22
ལྷ,ལྷ,gods,5-22
ཀླུ,ཀླུ,nāgas,5-22
གནོད་སྦྱིན་ཚོགས,གནོད་སྦྱིན་ཚོགས,hosts_of_yakṣas,5-22
དབུ་འཕང,དབུ་འཕང,its_status,5-22
དགུང་དུ,དགུང་དུ,to_the_very_heights_of_heaven,5-22
བསྟོད་ཅིག,བསྟོད་ཅིག,Raise,5-22
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,O_Jetsunma,5-22
རྒྱལ་ཁམས,རྒྱལ་ཁམས,all_lands,5-23
ཀུན་ཏུ,ཀུན་ཏུ,throughout,5-23
མི་བདེའི་མིང,མི་བདེའི་མིང,name_of_unhappiness,5-23
མེད,མེད,be_absent,5-23
ཚེ,ཚེ,lifespan,5-23
བསོད,བསོད,merit,5-23
དཔལ,དཔལ,glory,5-23
རྒྱས,རྒྱས,flourish,5-23
བསྟན་ལ,བསྟན་ལ,for_the_teachings,5-23
གུས་པ,གུས་པ,reverence,5-23
སོགས,སོགས,and_so_forth,5-23
རྫོགས་ལྡན་བདེ་སྐྱིད,རྫོགས་ལྡན་བདེ་སྐྱིད,golden_age_of_happiness,5-23
ནོར་བུའི,ནོར་བུའི,jewel_of,5-23
སྤྲིན་ཆེན,སྤྲིན་ཆེན,great_clouds,5-23
ལས,ལས,From_the,5-23
འདོད་རྒུའི,འདོད་རྒུའི,of_all_that_is_desired,5-23
ཆར་པ,ཆར་པ,rain,5-23
ཕོབ་ཅིག,ཕོབ་ཅིག,Let_fall,5-23
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,O_Jetsunma,5-23
རྒྱལ་བའི་བསྟན,རྒྱལ་བའི་བསྟན,Victor's_teachings,5-24
དང་,དང་,and,5-24
སེམས་ཅན,སེམས་ཅན,sentient_beings,5-24
བདེ་སྐྱིད,བདེ་སྐྱིད,happiness,5-24
ལ,ལ,for_the_sake_of,5-24
མི,མི,humans,5-24
དང་,དང་,and,5-24
མི་མ་ཡིན,མི་མ་ཡིན,non-humans,5-24
བསམ་སྦྱོར,བསམ་སྦྱོར,thoughts_and_actions,5-24
ལོག་པར,ལོག་པར,harmful,5-24
ཞུགས་པའི,ཞུགས་པའི,engage_in,5-24
ཚང་ཚིང་ཀུན,ཚང་ཚིང་ཀུན,all_the_dense_thickets,5-24
མཐུ་སྟོབས,མཐུ་སྟོབས,your_power_and_might,5-24
མེ་ལྕེས,མེ་ལྕེས,by_the_flames,5-24
སྲེགས་ཤིག,སྲེགས་ཤིག,Be_burned,5-24
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,O_Jetsunma,5-24
མཁའ་མཉམ་མ་རྣམས,མཁའ་མཉམ་མ་རྣམས,all_mothers_vast_as_space,5-25
དུས་མིན་འཆི,དུས་མིན་འཆི,untimely_death,5-25
སོགས,སོགས,and_the_like,5-25
འཇིགས་བྲལ,འཇིགས་བྲལ,free_from_the_fears,5-25
དགེ་བཅུའི་དཔལ,དགེ་བཅུའི་དཔལ,glory_of_the_ten_virtues,5-25
ངང་གིས,ངང་གིས,naturally,5-25
སྤྱོད,སྤྱོད,enjoy,5-25
དཀོན་མཆོག,དཀོན་མཆོག,Three_Jewels',5-25
བསླབ་པའི་གཞིར,བསླབ་པའི་གཞིར,foundation_of_teachings,5-25
འགྲོགས,འགྲོགས,accompany,5-25
ཐར་པ་ཡི,ཐར་པ་ཡི,liberation's,5-25
ཁ་ལོ,ཁ་ལོ,helm,5-25
གྱེན་དུ,གྱེན་དུ,upward,5-25
སྒྱུར་ཞིག,སྒྱུར་ཞིག,steer,5-25
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,O_Jetsunma,5-25
ཁྱད་པར,ཁྱད་པར,In_particular,5-26
བདག,བདག,I,5-26
དང་,དང་,and,5-26
བདག་ལ་ལྟོས་བཅས་རྣམས,བདག་ལ་ལྟོས་བཅས་རྣམས,those_who_depend_upon_me,5-26
རྣམ་ཀུན,རྣམ་ཀུན,at_any_time,5-26
བར་ཆད,བར་ཆད,obstacles,5-26
དབང་དུ,དབང་དུ,under_the_power_of,5-26
མི་འགྲོ་བར,མི་འགྲོ་བར,Never_fall,5-26
ཚེ,ཚེ,longevity,5-26
དང་,དང་,and,5-26
སྒྲུབ་པ,སྒྲུབ་པ,practice,5-26
མཐར་ཕྱིན,མཐར་ཕྱིན,perfects,5-26
རྟག་བརྟན,རྟག་བརྟན,firm_and_enduring,5-26
སྲོག་གི,སྲོག་གི,of_life,5-26
ཀ་བ,ཀ་བ,pillar,5-26
ཚུགས་ཤིག,ཚུགས་ཤིག,be_established,5-26
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,O_Jetsunma,5-26
འདི་ཕྱི་ཀུན་ཏུ,འདི་ཕྱི་ཀུན་ཏུ,for_this_life_and_the_next,5-27
བློ་གཏད་བཅས་པའི,བློ་གཏད་བཅས་པའི,in_whom_I_have_placed_my_trust,5-27
ལྷ,ལྷ,O_Deity,5-27
དུས་གསུམ,དུས་གསུམ,of_the_three_times,5-27
རྒྱལ་བའི་ཡུམ,རྒྱལ་བའི་ཡུམ,Mother_of_the_Victors,5-27
གྱུར,གྱུར,has_become,5-27
བཅོམ་ལྡན་མས,བཅོམ་ལྡན་མས,O_Bhagavatī,5-27
སྨོན་པའི་འབྲས་བུ,སྨོན་པའི་འབྲས་བུ,fruits_of_my_prayers,5-27
གྲུབ་པར,གྲུབ་པར,to_fruition,5-27
མ་མཛད་ན,མ་མཛད་ན,if_you_do_not_bring,5-27
སྐྱབས་གཞན,སྐྱབས་གཞན,other_refuge,5-27
བདག་ལ,བདག་ལ,I_have,5-27
མེད་དོ,མེད་དོ,no,5-27
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,O_Jetsunma,5-27
ཐོག་མེད་དུས་ནས,ཐོག་མེད་དུས་ནས,since_beginningless_time,5-28
ཚོགས་གཉིས,ཚོགས་གཉིས,two_accumulations,5-28
བསྒྲུབས་པའི,བསྒྲུབས་པའི,gathered,5-28
སྟོབས,སྟོབས,By_the_power_of,5-28
བསམ་གྱིས་མི་ཁྱབ,བསམ་གྱིས་མི་ཁྱབ,inconceivable,5-28
ནམ་མཁའི་སྐུ,ནམ་མཁའི་སྐུ,body_of_space,5-28
བརྙེས་པས,བརྙེས་པས,have_attained,5-28
རྩེ་གཅིག,རྩེ་གཅིག,one-pointed,5-28
གདུང་བས,གདུང་བས,longing,5-28
གསོལ་བ་འདེབས,གསོལ་བ་འདེབས,I_pray_with,5-28
ལགས་ན,ལགས་ན,Because,5-28
བྱིན་རླབས,བྱིན་རླབས,blessings,5-28
ཐུགས་རྗེ,ཐུགས་རྗེ,compassionate,5-28
མ་ཆུང,མ་ཆུང,Do_not_diminish,5-28
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,O_Jetsunma,5-28
ཆུ་སྐྱེས,ཆུ་སྐྱེས,lotus,5-29
དབུས་ན,དབུས་ན,in_the_center_of,5-29
སྟོན་ཟླ་རྒྱས་པའི་སྐུ,སྟོན་ཟླ་རྒྱས་པའི་སྐུ,full_autumn_moon_body,5-29
རྡོ་རྗེ་བདེ་བའི,རྡོ་རྗེ་བདེ་བའི,vajra-bliss,5-29
ལང་ཚོ,ལང་ཚོ,youthful_bloom,5-29
ཤིན་ཏུ,ཤིན་ཏུ,perfectly,5-29
རྫོགས,རྫོགས,complete,5-29
དྲི་མེད,དྲི་མེད,stainless,5-29
འོད་ཀྱི་དཀྱིལ་འཁོར,འོད་ཀྱི་དཀྱིལ་འཁོར,mandala_of_light,5-29
མཐའ་ཀླས་པས,མཐའ་ཀླས་པས,infinite,5-29
ལས་བཞིའི,ལས་བཞིའི,of_the_four_rites,5-29
ཕྲིན་ལས,ཕྲིན་ལས,enlightened_activities,5-29
སྩོལ་ཞིག,སྩོལ་ཞིག,Bestow,5-29
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,O_Jetsunma,5-29
གང་ལ,གང་ལ,Through_which,5-30
རེག་པས,རེག་པས,touching_brings,5-30
ཆོས,ཆོས,Dharma,5-30
ནོར,ནོར,wealth,5-30
འདོད,འདོད,desire,5-30
དང་,དང་,and,5-30
ཐར,ཐར,liberation,5-30
བསམ་རྒུ,བསམ་རྒུ,all_wishes,5-30
འཇོ་བའི,འཇོ་བའི,fulfilling,5-30
མཆོག་སྦྱིན,མཆོག་སྦྱིན,supreme_gift,5-30
གྱི,གྱི,that_grants,5-30
ཕྱག་མཐིལ,ཕྱག་མཐིལ,palm,5-30
བསོད་ནམས,བསོད་ནམས,merits,5-30
བརྒྱ,བརྒྱ,hundred,5-30
ལས,ལས,from,5-30
གྲུབ་པ་དེས,གྲུབ་པ་དེས,formed,5-30
བདག་གི་སྤྱི་བོར,བདག་གི་སྤྱི་བོར,crown_of_my_head,5-30
བྱུགས་ཤིག,བྱུགས་ཤིག,Anoint,5-30
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,O_Jetsunma,5-30
མཐེབ་སྲིན་བར་དུ,མཐེབ་སྲིན་བར་དུ,between_the_thumb_and_ring_finger,5-31
རིན་ཆེན་སྡོང་བུའི,རིན་ཆེན་སྡོང་བུའི,precious_stem,5-31
རྩེར,རྩེར,Upon_the_tip_of,5-31
ཡིད་འོང་པདྨ,ཡིད་འོང་པདྨ,lovely_lotus,5-31
གསར་དུ,གསར་དུ,newly,5-31
བཞད་པ,བཞད་པ,blossomed,5-31
ལས,ལས,From,5-31
མཆོག་ཐུན,མཆོག་ཐུན,supreme_and_common,5-31
སྦྲང་རྩི,སྦྲང་རྩི,nectar,5-31
ཅི་ཡང,ཅི་ཡང,of_every_kind,5-31
འཇོ་བ་དེས,འཇོ་བ་དེས,pour_forth,5-31
བདག་ཡིད,བདག་ཡིད,my_mind,5-31
སིམ་པ,སིམ་པ,delight,5-31
སྐྱེད་ཅིག,སྐྱེད་ཅིག,Bring,5-31
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,O_Jetsunma,5-31
མུ་ཏིག་དྲྭ,མུ་ཏིག་དྲྭ,nets_of_pearls,5-32
གསེར་གྱི་དྲིལ་ཆུང,གསེར་གྱི་དྲིལ་ཆུང,small_golden_bells,5-32
ཅན,ཅན,Adorned_with,5-32
ལྷ་རྫས་རྒྱན,ལྷ་རྫས་རྒྱན,divine_ornaments,5-32
སོགས,སོགས,and_the_like,5-32
རོལ་སྒེག,རོལ་སྒེག,graceful_play,5-32
རྣམ་པར་འཕྲུལ,རྣམ་པར་འཕྲུལ,Displaying,5-32
འཆར་ཁའི,འཆར་ཁའི,at_dawn,5-32
གསེར་ཞུན,གསེར་ཞུན,molten_gold,5-32
གཟི་བརྗིད,གཟི་བརྗིད,majesty,5-32
འབར་བ,འབར་བ,Blazing_with,5-32
དད་པའི་མིག་སྔར,དད་པའི་མིག་སྔར,before_the_eyes_of_my_faith,5-32
སྟོན་ཅིག,སྟོན་ཅིག,Appear,5-32
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,O_Jetsunma,5-32
རབ་འབྱམས་ཞིང,རབ་འབྱམས་ཞིང,infinite_realms,5-33
ན,ན,in,5-33
ངལ་གསོ,ངལ་གསོ,rest,5-33
སྦྱིན་པའི,སྦྱིན་པའི,grant,5-33
ཕུལ,ཕུལ,Supreme_among_those_who,5-33
ཟག་མེད,ཟག་མེད,stainless,5-33
ཟླ་བ་རྒྱས་པའི,ཟླ་བ་རྒྱས་པའི,full_moon,5-33
རྒྱབ་ཡོལ་ཅན,རྒྱབ་ཡོལ་ཅན,backdrop_of,5-33
མི་ཤིགས,མི་ཤིགས,indestructible,5-33
རྡོ་རྗེའི,རྡོ་རྗེའི,vajra,5-33
སྐྱིལ་མོ་ཀྲུང་བཅས་པ,སྐྱིལ་མོ་ཀྲུང་བཅས་པ,Seated_in_the_posture,5-33
སྤྱི་གཙུག,སྤྱི་གཙུག,crown_of_my_head,5-33
རྒྱན་དུ,རྒྱན་དུ,as_the_ornament,5-33
བཞུགས་ཤིག,བཞུགས་ཤིག,Dwell_upon,5-33
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,O_Jetsunma,5-33
ཆོས,ཆོས,Dharma,5-34
གསུང,གསུང,Proclaiming,5-34
ཚངས་པའི་དབྱངས་ཀྱིས,ཚངས་པའི་དབྱངས་ཀྱིས,with_the_melody_of_Brahmā,5-34
ཟབ་པ,ཟབ་པ,profound,5-34
དང་,དང་,and,5-34
རྒྱ་ཆེ,རྒྱ་ཆེ,vast,5-34
རྒྱུན་མི་འཆད,རྒྱུན་མི་འཆད,uninterrupted_continuity,5-34
སྟོན,སྟོན,teaching,5-34
སྒྲིབ་གསུམ,སྒྲིབ་གསུམ,three_obscurations,5-34
དྲྭ་བ,དྲྭ་བ,webs,5-34
ཀུན,ཀུན,all,5-34
བཅད,བཅད,Sever,5-34
བྱང་ཆུབ་ཀྱི,བྱང་ཆུབ་ཀྱི,of_enlightenment,5-34
རྒྱལ་སར,རྒྱལ་སར,throne_of,5-34
དབུགས་དབྱུང,དབུགས་དབྱུང,relief,5-34
སྩོལ་ཞིག,སྩོལ་ཞིག,grant,5-34
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,O_Jetsunma,5-34
མདོར་ན,མདོར་ན,In_short,5-35
སྐྱབས་ཀྱི་སྙིང་པོ,སྐྱབས་ཀྱི་སྙིང་པོ,essence_of_refuge,5-35
ཁྱོད,ཁྱོད,you,5-35
ཡིན་པས,ཡིན་པས,since_are,5-35
བྱང་ཆུབ,བྱང་ཆུབ,enlightenment,5-35
མ་ཐོབ་བར་དུ,མ་ཐོབ་བར་དུ,Until_I_attain,5-35
རྟག་པར,རྟག་པར,always,5-35
བར་གཅོད་བདུད་ཀྱི,བར་གཅོད་བདུད་ཀྱི,of_obstructing_demons,5-35
དབང་དུ,དབང་དུ,under_the_power,5-35
མི་བཏང་བར,མི་བཏང་བར,Do_not_let_me_fall,5-35
དོན་གཉིས,དོན་གཉིས,twofold_benefit,5-35
མཐའ་རུ་ཕྱིན་པའི,མཐའ་རུ་ཕྱིན་པའི,to_perfect,5-35
བཀའ་དྲིན,བཀའ་དྲིན,grace,5-35
སྩོལ,སྩོལ,grant,5-35
ཨོཾ་གྱིས,ཨོཾ་གྱིས,with_Oṃ,6-2
ཐར,ཐར,liberation,6-2
དང་,དང་,and,6-2
འདོད་རྒུའི་ནོར,འདོད་རྒུའི་ནོར,wealth_of_all_desired,6-2
སྟེར,སྟེར,bestow,6-2
དཔལ,དཔལ,splendor,6-2
དང་,དང་,and,6-2
གཡང་སོགས,གཡང་སོགས,prosperity_and_the_like,6-2
སྐལ་པ་བཟང་པོས,སྐལ་པ་བཟང་པོས,through_good_fortune,6-2
སྲིད་ཞིར,སྲིད་ཞིར,cyclic_existence_and_peace,6-2
སྨན་མཛད,སྨན་མཛད,benefit,6-2
གསང་བ་གསུམ་བདག,གསང་བ་གསུམ་བདག,sovereign_of_three_secrets,6-2
མཆོག་སྦྱིན,མཆོག་སྦྱིན,supreme_giver,6-2
འཕགས་མ,འཕགས་མ,noble,6-2
ཡུམ,ཡུམ,Mother,6-2
ལ,ལ,to,6-2
འདུད་དོ,འདུད་དོ,I_prostrate,6-2
ཏཱ་རེ,ཏཱ་རེ,Tāre,6-3
ཐུགས་བསྐྱེད,ཐུགས་བསྐྱེད,bodhicitta,6-3
རིན་ཆེན་གྲུ་བོས,རིན་ཆེན་གྲུ་བོས,with_precious_vessel,6-3
འཁོར་བ,འཁོར་བ,cyclic_existence,6-3
ངན་སོང,ངན་སོང,lower_realms,6-3
སྡུག་བསྔལ་མཚོ,སྡུག་བསྔལ་མཚོ,ocean_of_suffering,6-3
ལས,ལས,from,6-3
མཁའ་མཉམ,མཁའ་མཉམ,vast_as_space,6-3
ཡིད་ཅན,ཡིད་ཅན,sentient_beings,6-3
རྟག་ཏུ,རྟག་ཏུ,constantly,6-3
སྒྲོལ་བའི,སྒྲོལ་བའི,liberate,6-3
རྗེ་བཙུན་སྒྲོལ་མ,རྗེ་བཙུན་སྒྲོལ་མ,Jetsunma_Drolma,6-3
ཡུམ,ཡུམ,Mother,6-3
ལ,ལ,to,6-3
འདུད་དོ,འདུད་དོ,I_prostrate,6-3
ཏུཏྟཱ་རེ་ཞེས,ཏུཏྟཱ་རེ་ཞེས,Tuttāre,6-4
བྱིན་རླབས,བྱིན་རླབས,blessings,6-4
བདུད་རྩིས,བདུད་རྩིས,nectar,6-4
འཇིགས་བཅས,འཇིགས་བཅས,fears,6-4
རྒུད་པའི,རྒུད་པའི,of_decline,6-4
ཚ་གདུང,ཚ་གདུང,tormenting_heat,6-4
བསལ་ནས,བསལ་ནས,dispel,6-4
ཕན་བདེའི་པདྨོ,ཕན་བདེའི་པདྨོ,lotus_of_benefit_and_happiness,6-4
རྒྱས་པར,རྒྱས་པར,to_bloom,6-4
མཛད་པའི,མཛད་པའི,cause,6-4
གདུང་བ་སྐྱོབ་མ,གདུང་བ་སྐྱོབ་མ,Protectress_from_Distress,6-4
ཡུམ,ཡུམ,Mother,6-4
ལ,ལ,to,6-4
འདུད་དོ,འདུད་དོ,I_prostrate,6-4
ཏུ་རེ,ཏུ་རེ,Ture,6-5
ཁྱོད་ཞབས,ཁྱོད་ཞབས,your_feet,6-5
དྲན་པའི,དྲན་པའི,of_remembering,6-5
མོད་ནས,མོད་ནས,the_moment,6-5
གང་འདུལ,གང་འདུལ,to_tame_beings_as_needed,6-5
མཚན་དང་སྐུ་ཡི,མཚན་དང་སྐུ་ཡི,of_names_and_forms,6-5
བཀོད་པས,བཀོད་པས,through_display,6-5
བདག་ལྟའི,བདག་ལྟའི,of_view_of_self,6-5
ཕོངས་པ,ཕོངས་པ,misfortunes,6-5
ཀུན་ལས,ཀུན་ལས,from_all,6-5
སྲུང་བའི,སྲུང་བའི,protect,6-5
ཐུགས་རྗེ་མྱུར་མ,ཐུགས་རྗེ་མྱུར་མ,Swift_and_Compassionate_One,6-5
ཡུམ,ཡུམ,Mother,6-5
ལ,ལ,to,6-5
འདུད་དོ,འདུད་དོ,I_prostrate,6-5
སྭཱ་ཧཱ,སྭཱ་ཧཱ,Svāhā,6-6
ཕྲིན་ལས་རྫོགས་ལྡན,ཕྲིན་ལས་རྫོགས་ལྡན,of_perfect_age_of_enlightened_activity,6-6
སྤྲིན་གྱིས,སྤྲིན་གྱིས,with_clouds,6-6
དགེ་ལེགས་ནོར་བུའི,དགེ་ལེགས་ནོར་བུའི,of_jewels_of_virtue_and_excellence,6-6
གྲུ་ཆར,གྲུ་ཆར,rain,6-6
འབེབས་པས,འབེབས་པས,let_fall,6-6
ཁམས་གསུམ་འགྲོ་ཀུན,ཁམས་གསུམ་འགྲོ་ཀུན,to_all_beings_of_three_realms,6-6
དབུགས་འབྱིན,དབུགས་འབྱིན,relief,6-6
སྩོལ་བའི,སྩོལ་བའི,granting,6-6
ཡིད་བཞིན་འཁོར་ལོ,ཡིད་བཞིན་འཁོར་ལོ,Wish-Fulfilling_Wheel,6-6
ཡུམ,ཡུམ,Mother,6-6
ལ,ལ,to,6-6
འདུད་དོ,འདུད་དོ,I_prostrate,6-6
མདོར་ན,མདོར་ན,in_brief,6-7
སྲས་བཅས་རྒྱལ་བ,སྲས་བཅས་རྒྱལ་བ,Victors_and_their_heirs,6-7
ཡོངས་ཀྱི,ཡོངས་ཀྱི,of_all,6-7
ཡེ་ཤེས,ཡེ་ཤེས,wisdom,6-7
གཅིག་བསྡུས,གཅིག་བསྡུས,single_embodiment,6-7
འཕགས་མ,འཕགས་མ,Noble_Lady,6-7
ཁྱོད་ལ,ཁྱོད་ལ,to_you,6-7
སྙིང་ནས,སྙིང་ནས,from_the_heart,6-7
གུས་པས,གུས་པས,with_devotion,6-7
གསོལ་བ་འདེབས་སོ,གསོལ་བ་འདེབས་སོ,I_pray,6-7
བྱང་ཆུབ་བར་དུ,བྱང་ཆུབ་བར་དུ,until_enlightenment,6-7
